City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Talara,PE,-4.5772,-81.2719,87.8,48,0,14.97,clear sky
1,Yeppoon,AU,-23.1333,150.7333,68.0,64,0,13.04,clear sky
2,Kapaa,US,22.0752,-159.319,66.2,82,90,6.91,overcast clouds
3,Bluff,NZ,-46.6,168.3333,48.0,97,54,1.99,broken clouds
4,Ushuaia,AR,-54.8,-68.3,48.2,66,20,4.61,few clouds
5,Lorengau,PG,-2.0226,147.2712,80.87,83,96,13.73,overcast clouds
6,Qaanaaq,GL,77.484,-69.3632,21.9,93,100,11.59,light snow
7,Jamestown,US,42.097,-79.2353,68.0,59,75,12.66,broken clouds
8,Kodiak,US,57.79,-152.4072,39.2,93,90,16.11,light rain
9,Ribeira Grande,PT,38.5167,-28.7,62.6,100,75,3.44,broken clouds
10,Cherskiy,RU,68.75,161.3,-30.05,99,59,3.94,broken clouds
11,Vaini,TO,-21.2,-175.2,66.2,100,20,2.3,few clouds
12,Punta Arenas,CL,-53.15,-70.9167,53.6,54,0,16.11,clear sky
13,Meulaboh,ID,4.1363,96.1285,77.7,86,95,3.29,overcast clouds
14,Olafsvik,IS,64.8945,-23.7142,36.52,98,100,17.6,light rain
15,Mataura,NZ,-46.1927,168.8643,48.0,97,88,1.99,overcast clouds
16,Bilibino,RU,68.0546,166.4372,-24.88,95,24,4.92,few clouds
17,San Lorenzo,PY,-25.3333,-57.5333,75.2,88,75,13.8,broken clouds
18,Tuktoyaktuk,CA,69.4541,-133.0374,-16.6,69,1,5.75,clear sky
19,Erenhot,CN,43.6475,111.9767,43.86,45,99,21.27,light rain
20,Port Alfred,ZA,-33.5906,26.891,68.14,90,98,4.41,overcast clouds
21,Cape Town,ZA,-33.9258,18.4232,69.01,88,20,16.11,few clouds
22,Saldanha,ZA,-33.0117,17.9442,71.6,60,99,12.66,overcast clouds
23,Abrau-Dyurso,RU,44.69,37.59,46.4,87,75,8.95,light rain
24,Ponta Do Sol,PT,32.6667,-17.1,68.0,73,40,19.57,scattered clouds
25,Galle,LK,6.0367,80.217,80.67,74,60,0.54,broken clouds
26,Beringovskiy,RU,63.05,179.3167,2.88,94,100,25.9,snow
27,Banff,CA,51.1762,-115.5698,28.4,63,69,1.14,broken clouds
28,Nanortalik,GL,60.1432,-45.2371,38.71,66,1,6.73,clear sky
29,Podporozhye,RU,60.9112,34.1706,32.94,91,4,2.64,clear sky
30,Nemuro,JP,43.3236,145.575,35.98,86,0,8.25,clear sky
31,Rikitea,PF,-23.1203,-134.9692,78.42,75,8,11.25,clear sky
32,Kudahuvadhoo,MV,2.6708,72.8944,83.68,69,73,6.78,broken clouds
33,Codrington,AU,-38.2667,141.9667,54.91,74,100,11.27,overcast clouds
34,Lodja,CD,-3.4833,23.4333,68.92,97,100,3.74,overcast clouds
35,Maceio,BR,-9.6658,-35.7353,77.0,94,75,5.75,mist
36,Saskylakh,RU,71.9167,114.0833,15.1,95,98,6.4,overcast clouds
37,Puerto Ayora,EC,-0.7393,-90.3518,80.6,74,20,11.5,few clouds
38,Tire,TR,38.0888,27.7351,59.0,33,0,9.22,clear sky
39,Marzuq,YE,14.4,46.4667,69.85,58,5,8.32,clear sky
40,Hermanus,ZA,-34.4187,19.2345,66.99,83,100,7.92,overcast clouds
41,Sitka,US,57.0531,-135.33,33.8,80,90,3.44,light snow
42,Huron,US,41.1501,-82.5499,55.99,70,94,10.0,overcast clouds
43,Ilulissat,GL,69.2167,-51.1,28.4,59,75,5.75,broken clouds
44,Biskupiec,PL,53.8647,20.9569,64.4,34,0,8.05,clear sky
45,East London,ZA,-33.0153,27.9116,69.8,94,75,8.05,broken clouds
46,Provideniya,RU,64.3833,-173.3,8.85,85,100,24.43,light snow
47,Ostrovnoy,RU,68.0531,39.5131,34.63,81,54,27.67,broken clouds
48,Khatanga,RU,71.9667,102.5,20.98,88,91,14.47,overcast clouds
49,Guerrero Negro,MX,27.9769,-114.0611,63.77,65,95,15.88,overcast clouds
50,Bredasdorp,ZA,-34.5322,20.0403,68.0,77,100,4.61,overcast clouds
51,Ponta Delgada,PT,37.7333,-25.6667,64.4,94,40,10.36,scattered clouds
52,Poum,NC,-20.2333,164.0167,78.06,79,100,15.41,overcast clouds
53,Ahipara,NZ,-35.1667,173.1667,62.49,91,3,2.8,clear sky
54,New Norfolk,AU,-42.7826,147.0587,46.99,74,81,3.0,broken clouds
55,Rajanpur,PK,29.1035,70.325,89.73,7,35,7.36,scattered clouds
56,Chuy,UY,-33.6971,-53.4616,64.38,81,95,23.76,overcast clouds
57,Namibe,AO,-15.1961,12.1522,81.72,68,34,7.56,scattered clouds
58,Vredendal,ZA,-31.6683,18.5012,74.26,41,26,9.91,scattered clouds
59,Hithadhoo,MV,-0.6,73.0833,83.95,66,68,11.03,broken clouds
60,Lagoa,PT,39.05,-27.9833,62.82,84,85,8.48,overcast clouds
61,Albany,US,42.6001,-73.9662,72.0,63,90,5.75,overcast clouds
62,Oak Ridge,US,36.0104,-84.2696,66.99,39,1,8.05,clear sky
63,Tiksi,RU,71.6872,128.8694,-2.63,80,95,6.78,overcast clouds
64,Georgetown,MY,5.4112,100.3354,82.0,89,20,3.44,few clouds
65,Tamworth,GB,52.634,-1.6959,46.0,52,66,5.99,broken clouds
66,Busselton,AU,-33.65,115.3333,61.0,97,100,8.97,light rain
67,Egvekinot,RU,66.3167,-179.1667,-10.07,84,99,20.27,overcast clouds
68,Lichinga,MZ,-13.3128,35.2406,61.74,94,100,7.27,overcast clouds
69,Tual,ID,-5.6667,132.75,82.96,71,83,8.81,broken clouds
70,Bafoulabe,ML,13.8065,-10.8321,108.01,8,0,2.3,clear sky
71,Hilo,US,19.7297,-155.09,64.4,63,1,6.91,clear sky
72,Dikson,RU,73.5069,80.5464,30.04,91,100,26.11,light snow
73,Kasongo-Lunda,CD,-6.4667,16.8167,73.47,94,89,1.1,light rain
74,Kushima,JP,31.4583,131.2333,57.0,67,75,10.0,broken clouds
75,Port Dover,CA,42.7834,-80.1997,64.0,63,90,6.91,overcast clouds
76,Burnie,AU,-41.0667,145.9167,45.0,85,49,5.01,scattered clouds
77,Airai,TL,-8.9266,125.4092,57.94,88,72,1.63,broken clouds
78,Butaritari,KI,3.0707,172.7902,81.12,76,63,8.88,broken clouds
79,Vung Tau,VN,10.346,107.0843,81.7,80,16,21.27,few clouds
80,Rocha,UY,-34.4833,-54.3333,64.9,82,91,28.39,overcast clouds
81,Areka,ET,7.0667,37.7,67.23,68,91,1.99,light rain
82,Bubaque,GW,11.2833,-15.8333,77.32,71,14,14.7,few clouds
83,Mayo,US,38.8876,-76.5119,75.0,53,20,4.61,few clouds
84,Saint-Philippe,RE,-21.3585,55.7679,80.6,78,75,2.3,broken clouds
85,Tasiilaq,GL,65.6145,-37.6368,30.2,74,0,8.05,clear sky
86,Cidreira,BR,-30.1811,-50.2056,88.25,48,4,5.12,clear sky
87,Berezovyy,RU,51.6667,135.7,28.33,58,100,5.19,overcast clouds
88,Churapcha,RU,62.0025,132.4325,9.19,98,100,3.24,overcast clouds
89,Irbit,RU,57.6705,63.071,47.46,92,100,8.7,overcast clouds
90,Upernavik,GL,72.7868,-56.1549,30.76,80,100,8.88,light snow
91,Requena,ES,39.4883,-1.1004,73.0,48,61,16.51,broken clouds
92,Wenling,CN,28.3669,121.36,68.0,98,100,1.97,light rain
93,Corinto,GR,37.9407,22.9573,59.0,56,1,1.01,clear sky
94,Beira,MZ,-19.8436,34.8389,78.8,83,40,9.53,scattered clouds
